행정구역,조회기준,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
경기도 고양시 덕양구 효자동(4128156000),2017년10월,"2,496","1,274",1.96,"1,313","1,183",1.11
경기도 고양시 덕양구 효자동(4128156000),2017년11월,"2,518","1,284",1.96,"1,324","1,194",1.11
경기도 고양시 덕양구 효자동(4128156000),2017년12월,"2,517","1,283",1.96,"1,321","1,196",1.1
경기도 고양시 덕양구 효자동(4128156000),2018년01월,"2,538","1,293",1.96,"1,330","1,208",1.1
경기도 고양시 덕양구 효자동(4128156000),2018년02월,"2,525","1,292",1.95,"1,329","1,196",1.11
경기도 고양시 덕양구 효자동(4128156000),2018년03월,"2,522","1,287",1.96,"1,326","1,196",1.11
경기도 고양시 덕양구 효자동(4128156000),2018년04월,"2,512","1,279",1.96,"1,312","1,200",1.09
경기도 고양시 덕양구 효자동(4128156000),2018년05월,"2,485","1,273",1.95,"1,302","1,183",1.1
경기도 고양시 덕양구 효자동(4128156000),2018년06월,"2,494","1,274",1.96,"1,301","1,193",1.09
경기도 고양시 덕양구 효자동(4128156000),2018년07월,"2,489","1,267",1.96,"1,297","1,192",1.09
경기도 고양시 덕양구 효자동(4128156000),2018년08월,"2,468","1,263",1.95,"1,287","1,181",1.09
경기도 고양시 덕양구 효자동(4128156000),2018년09월,"2,475","1,261",1.96,"1,293","1,182",1.09
경기도 고양시 덕양구 효자동(4128156000),2018년10월,"2,500","1,278",1.96,"1,306","1,194",1.09
경기도 고양시 덕양구 효자동(4128156000),2018년11월,"2,542","1,296",1.96,"1,319","1,223",1.08
경기도 고양시 덕양구 효자동(4128156000),2018년12월,"2,608","1,329",1.96,"1,353","1,255",1.08
경기도 고양시 덕양구 효자동(4128156000),2019년01월,"2,573","1,324",1.94,"1,338","1,235",1.08
경기도 고양시 덕양구 효자동(4128156000),2019년02월,"2,577","1,330",1.94,"1,341","1,236",1.08
경기도 고양시 덕양구 효자동(4128156000),2019년03월,"2,577","1,323",1.95,"1,341","1,236",1.08
경기도 고양시 덕양구 효자동(4128156000),2019년04월,"2,583","1,325",1.95,"1,344","1,239",1.08
경기도 고양시 덕양구 효자동(4128156000),2019년05월,"2,571","1,328",1.94,"1,343","1,228",1.09
경기도 고양시 덕양구 효자동(4128156000),2019년06월,"2,582","1,332",1.94,"1,348","1,234",1.09
경기도 고양시 덕양구 효자동(4128156000),2019년07월,"2,575","1,328",1.94,"1,344","1,231",1.09
경기도 고양시 덕양구 효자동(4128156000),2019년08월,"2,687","1,414",1.9,"1,402","1,285",1.09
경기도 고양시 덕양구 효자동(4128156000),2019년09월,"3,270","1,810",1.81,"1,684","1,586",1.06
경기도 고양시 덕양구 효자동(4128156000),2019년10월,"3,527","1,985",1.78,"1,800","1,727",1.04
경기도 고양시 덕양구 효자동(4128156000),2019년11월,"3,751","2,086",1.8,"1,919","1,832",1.05
경기도 고양시 덕양구 효자동(4128156000),2019년12월,"5,041","2,480",2.03,"2,546","2,495",1.02
경기도 고양시 덕양구 신도동(4128157000),2017년01월,"19,507","8,176",2.39,"9,546","9,961",0.96
경기도 고양시 덕양구 신도동(4128157000),2017년02월,"19,522","8,190",2.38,"9,554","9,968",0.96
경기도 고양시 덕양구 신도동(4128157000),2017년03월,"19,561","8,219",2.38,"9,572","9,989",0.96
경기도 고양시 덕양구 신도동(4128157000),2017년04월,"19,584","8,234",2.38,"9,587","9,997",0.96
경기도 고양시 덕양구 신도동(4128157000),2017년05월,"19,603","8,264",2.37,"9,604","9,999",0.96
경기도 고양시 덕양구 신도동(4128157000),2017년06월,"19,612","8,277",2.37,"9,601","10,011",0.96
경기도 고양시 덕양구 신도동(4128157000),2017년07월,"19,629","8,299",2.37,"9,609","10,020",0.96
경기도 고양시 덕양구 신도동(4128157000),2017년08월,"19,651","8,309",2.37,"9,621","10,030",0.96
경기도 고양시 덕양구 신도동(4128157000),2017년09월,"19,623","8,297",2.37,"9,613","10,010",0.96
경기도 고양시 덕양구 신도동(4128157000),2017년10월,"19,647","8,313",2.36,"9,633","10,014",0.96
경기도 고양시 덕양구 신도동(4128157000),2017년11월,"19,644","8,309",2.36,"9,633","10,011",0.96
경기도 고양시 덕양구 신도동(4128157000),2017년12월,"19,685","8,315",2.37,"9,663","10,022",0.96
경기도 고양시 덕양구 신도동(4128157000),2018년01월,"19,708","8,325",2.37,"9,666","10,042",0.96
경기도 고양시 덕양구 신도동(4128157000),2018년02월,"19,691","8,320",2.37,"9,656","10,035",0.96
경기도 고양시 덕양구 신도동(4128157000),2018년03월,"19,732","8,331",2.37,"9,672","10,060",0.96
경기도 고양시 덕양구 신도동(4128157000),2018년04월,"19,703","8,337",2.36,"9,640","10,063",0.96
경기도 고양시 덕양구 신도동(4128157000),2018년05월,"19,655","8,315",2.36,"9,606","10,049",0.96
경기도 고양시 덕양구 신도동(4128157000),2018년06월,"19,669","8,322",2.36,"9,610","10,059",0.96
경기도 고양시 덕양구 신도동(4128157000),2018년07월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2018년08월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2018년09월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2018년10월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2018년11월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2018년12월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2019년01월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2019년02월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2019년03월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2019년04월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2019년05월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2019년06월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2019년07월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2019년08월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2019년09월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2019년10월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2019년11월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 신도동(4128157000),2019년12월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2017년01월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2017년02월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2017년03월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2017년04월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2017년05월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2017년06월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2017년07월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2017년08월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2017년09월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2017년10월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2017년11월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2017년12월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2018년01월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2018년02월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2018년03월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2018년04월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2018년05월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2018년06월,0,0,0.0,0,0,0.0
경기도 고양시 덕양구 삼송동(4128157500),2018년07월,"19,701","8,342",2.36,"9,625","10,076",0.96
경기도 고양시 덕양구 삼송동(4128157500),2018년08월,"19,639","8,338",2.36,"9,602","10,037",0.96
경기도 고양시 덕양구 삼송동(4128157500),2018년09월,"19,578","8,344",2.35,"9,566","10,012",0.96
경기도 고양시 덕양구 삼송동(4128157500),2018년10월,"19,608","8,366",2.34,"9,587","10,021",0.96
경기도 고양시 덕양구 삼송동(4128157500),2018년11월,"19,834","8,543",2.32,"9,708","10,126",0.96
경기도 고양시 덕양구 삼송동(4128157500),2018년12월,"20,075","8,744",2.3,"9,822","10,253",0.96
경기도 고양시 덕양구 삼송동(4128157500),2019년01월,"20,216","8,853",2.28,"9,886","10,330",0.96
경기도 고양시 덕양구 삼송동(4128157500),2019년02월,"20,244","8,899",2.27,"9,898","10,346",0.96
경기도 고양시 덕양구 삼송동(4128157500),2019년03월,"20,231","8,888",2.28,"9,859","10,372",0.95
경기도 고양시 덕양구 삼송동(4128157500),2019년04월,"20,210","8,880",2.28,"9,842","10,368",0.95
경기도 고양시 덕양구 삼송동(4128157500),2019년05월,"20,199","8,886",2.27,"9,835","10,364",0.95
경기도 고양시 덕양구 삼송동(4128157500),2019년06월,"20,211","8,890",2.27,"9,823","10,388",0.95
경기도 고양시 덕양구 삼송동(4128157500),2019년07월,"20,669","9,108",2.27,"10,038","10,631",0.94
경기도 고양시 덕양구 삼송동(4128157500),2019년08월,"20,966","9,271",2.26,"10,180","10,786",0.94
경기도 고양시 덕양구 삼송동(4128157500),2019년09월,"21,175","9,362",2.26,"10,279","10,896",0.94
경기도 고양시 덕양구 삼송동(4128157500),2019년10월,"21,449","9,496",2.26,"10,422","11,027",0.95
경기도 고양시 덕양구 삼송동(4128157500),2019년11월,"21,757","9,608",2.26,"10,580","11,177",0.95
경기도 고양시 덕양구 삼송동(4128157500),2019년12월,"21,879","9,660",2.26,"10,647","11,232",0.95
경기도 고양시 덕양구 창릉동(4128158000),2017년01월,"12,864","5,038",2.55,"6,505","6,359",1.02
경기도 고양시 덕양구 창릉동(4128158000),2017년02월,"13,043","5,103",2.56,"6,605","6,438",1.03
경기도 고양시 덕양구 창릉동(4128158000),2017년03월,"13,121","5,129",2.56,"6,630","6,491",1.02
경기도 고양시 덕양구 창릉동(4128158000),2017년04월,"13,204","5,177",2.55,"6,665","6,539",1.02
경기도 고양시 덕양구 창릉동(4128158000),2017년05월,"13,297","5,211",2.55,"6,707","6,590",1.02
경기도 고양시 덕양구 창릉동(4128158000),2017년06월,"13,292","5,207",2.55,"6,700","6,592",1.02
경기도 고양시 덕양구 창릉동(4128158000),2017년07월,"13,278","5,217",2.55,"6,700","6,578",1.02
경기도 고양시 덕양구 창릉동(4128158000),2017년08월,"13,317","5,245",2.54,"6,724","6,593",1.02
경기도 고양시 덕양구 창릉동(4128158000),2017년09월,"13,285","5,232",2.54,"6,708","6,577",1.02
경기도 고양시 덕양구 창릉동(4128158000),2017년10월,"13,279","5,238",2.54,"6,712","6,567",1.02
경기도 고양시 덕양구 창릉동(4128158000),2017년11월,"13,327","5,253",2.54,"6,743","6,584",1.02
경기도 고양시 덕양구 창릉동(4128158000),2017년12월,"13,352","5,265",2.54,"6,750","6,602",1.02
경기도 고양시 덕양구 창릉동(4128158000),2018년01월,"13,386","5,283",2.53,"6,757","6,629",1.02
경기도 고양시 덕양구 창릉동(4128158000),2018년02월,"13,349","5,288",2.52,"6,754","6,595",1.02
경기도 고양시 덕양구 창릉동(4128158000),2018년03월,"13,384","5,311",2.52,"6,774","6,610",1.02
경기도 고양시 덕양구 창릉동(4128158000),2018년04월,"13,446","5,347",2.51,"6,811","6,635",1.03
경기도 고양시 덕양구 창릉동(4128158000),2018년05월,"13,855","5,522",2.51,"7,021","6,834",1.03
경기도 고양시 덕양구 창릉동(4128158000),2018년06월,"14,128","5,673",2.49,"7,144","6,984",1.02
경기도 고양시 덕양구 창릉동(4128158000),2018년07월,"14,335","5,779",2.48,"7,257","7,078",1.03
경기도 고양시 덕양구 창릉동(4128158000),2018년08월,"14,520","5,861",2.48,"7,369","7,151",1.03
경기도 고양시 덕양구 창릉동(4128158000),2018년09월,"14,683","5,957",2.46,"7,456","7,227",1.03
경기도 고양시 덕양구 창릉동(4128158000),2018년10월,"14,768","5,998",2.46,"7,488","7,280",1.03
경기도 고양시 덕양구 창릉동(4128158000),2018년11월,"14,836","6,032",2.46,"7,527","7,309",1.03
경기도 고양시 덕양구 창릉동(4128158000),2018년12월,"14,909","6,057",2.46,"7,550","7,359",1.03
경기도 고양시 덕양구 창릉동(4128158000),2019년01월,"14,961","6,086",2.46,"7,575","7,386",1.03
경기도 고양시 덕양구 창릉동(4128158000),2019년02월,"15,153","6,201",2.44,"7,666","7,487",1.02
경기도 고양시 덕양구 창릉동(4128158000),2019년03월,"15,745","6,495",2.42,"7,968","7,777",1.02
경기도 고양시 덕양구 창릉동(4128158000),2019년04월,"16,211","6,721",2.41,"8,190","8,021",1.02
경기도 고양시 덕양구 창릉동(4128158000),2019년05월,"16,579","6,936",2.39,"8,382","8,197",1.02
경기도 고양시 덕양구 창릉동(4128158000),2019년06월,"17,148","7,211",2.38,"8,651","8,497",1.02
경기도 고양시 덕양구 창릉동(4128158000),2019년07월,"18,023","7,649",2.36,"9,084","8,939",1.02
경기도 고양시 덕양구 창릉동(4128158000),2019년08월,"18,766","8,036",2.34,"9,465","9,301",1.02
경기도 고양시 덕양구 창릉동(4128158000),2019년09월,"19,207","8,235",2.33,"9,694","9,513",1.02
경기도 고양시 덕양구 창릉동(4128158000),2019년10월,"19,585","8,397",2.33,"9,871","9,714",1.02
경기도 고양시 덕양구 창릉동(4128158000),2019년11월,"19,715","8,455",2.33,"9,942","9,773",1.02
경기도 고양시 덕양구 창릉동(4128158000),2019년12월,"19,852","8,515",2.33,"9,970","9,882",1.01
경기도 고양시 덕양구 고양동(4128159000),2017년01월,"33,106","13,003",2.55,"16,595","16,511",1.01
경기도 고양시 덕양구 고양동(4128159000),2017년02월,"33,034","13,038",2.53,"16,571","16,463",1.01
경기도 고양시 덕양구 고양동(4128159000),2017년03월,"32,972","13,031",2.53,"16,536","16,436",1.01
경기도 고양시 덕양구 고양동(4128159000),2017년04월,"32,972","13,064",2.52,"16,532","16,440",1.01
경기도 고양시 덕양구 고양동(4128159000),2017년05월,"33,018","13,095",2.52,"16,557","16,461",1.01
경기도 고양시 덕양구 고양동(4128159000),2017년06월,"32,984","13,114",2.52,"16,555","16,429",1.01
경기도 고양시 덕양구 고양동(4128159000),2017년07월,"32,946","13,133",2.51,"16,532","16,414",1.01
경기도 고양시 덕양구 고양동(4128159000),2017년08월,"32,963","13,145",2.51,"16,547","16,416",1.01
경기도 고양시 덕양구 고양동(4128159000),2017년09월,"32,925","13,161",2.5,"16,537","16,388",1.01
경기도 고양시 덕양구 고양동(4128159000),2017년10월,"32,803","13,146",2.5,"16,471","16,332",1.01
경기도 고양시 덕양구 고양동(4128159000),2017년11월,"32,826","13,151",2.5,"16,479","16,347",1.01
경기도 고양시 덕양구 고양동(4128159000),2017년12월,"32,716","13,129",2.49,"16,424","16,292",1.01
경기도 고양시 덕양구 고양동(4128159000),2018년01월,"32,606","13,109",2.49,"16,363","16,243",1.01
경기도 고양시 덕양구 고양동(4128159000),2018년02월,"32,474","13,081",2.48,"16,302","16,172",1.01
경기도 고양시 덕양구 고양동(4128159000),2018년03월,"32,445","13,085",2.48,"16,291","16,154",1.01
경기도 고양시 덕양구 고양동(4128159000),2018년04월,"32,364","13,052",2.48,"16,251","16,113",1.01
경기도 고양시 덕양구 고양동(4128159000),2018년05월,"32,339","13,040",2.48,"16,248","16,091",1.01
경기도 고양시 덕양구 고양동(4128159000),2018년06월,"32,278","13,015",2.48,"16,209","16,069",1.01
경기도 고양시 덕양구 고양동(4128159000),2018년07월,"32,226","12,998",2.48,"16,178","16,048",1.01
경기도 고양시 덕양구 고양동(4128159000),2018년08월,"32,137","12,965",2.48,"16,131","16,006",1.01
경기도 고양시 덕양구 고양동(4128159000),2018년09월,"32,035","12,944",2.47,"16,090","15,945",1.01
경기도 고양시 덕양구 고양동(4128159000),2018년10월,"31,969","12,940",2.47,"16,050","15,919",1.01
경기도 고양시 덕양구 고양동(4128159000),2018년11월,"31,895","12,929",2.47,"16,014","15,881",1.01
경기도 고양시 덕양구 고양동(4128159000),2018년12월,"31,833","12,907",2.47,"15,982","15,851",1.01
경기도 고양시 덕양구 고양동(4128159000),2019년01월,"31,814","12,908",2.46,"15,979","15,835",1.01
경기도 고양시 덕양구 고양동(4128159000),2019년02월,"31,777","12,890",2.47,"15,967","15,810",1.01
경기도 고양시 덕양구 고양동(4128159000),2019년03월,"31,767","12,897",2.46,"15,958","15,809",1.01
경기도 고양시 덕양구 고양동(4128159000),2019년04월,"31,754","12,884",2.46,"15,947","15,807",1.01
경기도 고양시 덕양구 고양동(4128159000),2019년05월,"31,672","12,865",2.46,"15,903","15,769",1.01
경기도 고양시 덕양구 고양동(4128159000),2019년06월,"31,569","12,829",2.46,"15,851","15,718",1.01
경기도 고양시 덕양구 고양동(4128159000),2019년07월,"31,478","12,801",2.46,"15,803","15,675",1.01
경기도 고양시 덕양구 고양동(4128159000),2019년08월,"31,421","12,795",2.46,"15,773","15,648",1.01
경기도 고양시 덕양구 고양동(4128159000),2019년09월,"31,395","12,804",2.45,"15,765","15,630",1.01
경기도 고양시 덕양구 고양동(4128159000),2019년10월,"31,311","12,798",2.45,"15,731","15,580",1.01
경기도 고양시 덕양구 고양동(4128159000),2019년11월,"31,290","12,804",2.44,"15,720","15,570",1.01
경기도 고양시 덕양구 고양동(4128159000),2019년12월,"31,168","12,763",2.44,"15,651","15,517",1.01
경기도 고양시 덕양구 관산동(4128160000),2017년01월,"35,121","14,607",2.4,"17,760","17,361",1.02
경기도 고양시 덕양구 관산동(4128160000),2017년02월,"35,183","14,627",2.41,"17,798","17,385",1.02
경기도 고양시 덕양구 관산동(4128160000),2017년03월,"35,248","14,683",2.4,"17,834","17,414",1.02
경기도 고양시 덕양구 관산동(4128160000),2017년04월,"35,294","14,730",2.4,"17,888","17,406",1.03
경기도 고양시 덕양구 관산동(4128160000),2017년05월,"35,354","14,784",2.39,"17,928","17,426",1.03
경기도 고양시 덕양구 관산동(4128160000),2017년06월,"35,339","14,837",2.38,"17,916","17,423",1.03
경기도 고양시 덕양구 관산동(4128160000),2017년07월,"35,406","14,906",2.38,"17,948","17,458",1.03
경기도 고양시 덕양구 관산동(4128160000),2017년08월,"35,496","14,943",2.38,"17,996","17,500",1.03
경기도 고양시 덕양구 관산동(4128160000),2017년09월,"35,550","14,990",2.37,"18,022","17,528",1.03
경기도 고양시 덕양구 관산동(4128160000),2017년10월,"35,629","15,064",2.37,"18,076","17,553",1.03
경기도 고양시 덕양구 관산동(4128160000),2017년11월,"35,678","15,115",2.36,"18,110","17,568",1.03
경기도 고양시 덕양구 관산동(4128160000),2017년12월,"35,781","15,196",2.35,"18,176","17,605",1.03
경기도 고양시 덕양구 관산동(4128160000),2018년01월,"35,886","15,244",2.35,"18,247","17,639",1.03
경기도 고양시 덕양구 관산동(4128160000),2018년02월,"35,899","15,252",2.35,"18,232","17,667",1.03
경기도 고양시 덕양구 관산동(4128160000),2018년03월,"35,973","15,309",2.35,"18,273","17,700",1.03
경기도 고양시 덕양구 관산동(4128160000),2018년04월,"36,049","15,392",2.34,"18,318","17,731",1.03
경기도 고양시 덕양구 관산동(4128160000),2018년05월,"36,121","15,443",2.34,"18,364","17,757",1.03
경기도 고양시 덕양구 관산동(4128160000),2018년06월,"36,197","15,501",2.34,"18,394","17,803",1.03
경기도 고양시 덕양구 관산동(4128160000),2018년07월,"36,209","15,545",2.33,"18,392","17,817",1.03
경기도 고양시 덕양구 관산동(4128160000),2018년08월,"36,354","15,648",2.32,"18,477","17,877",1.03
경기도 고양시 덕양구 관산동(4128160000),2018년09월,"36,423","15,713",2.32,"18,516","17,907",1.03
경기도 고양시 덕양구 관산동(4128160000),2018년10월,"36,506","15,772",2.31,"18,576","17,930",1.04
경기도 고양시 덕양구 관산동(4128160000),2018년11월,"36,576","15,851",2.31,"18,625","17,951",1.04
경기도 고양시 덕양구 관산동(4128160000),2018년12월,"36,546","15,884",2.3,"18,614","17,932",1.04
경기도 고양시 덕양구 관산동(4128160000),2019년01월,"36,534","15,903",2.3,"18,612","17,922",1.04
경기도 고양시 덕양구 관산동(4128160000),2019년02월,"36,553","15,930",2.29,"18,623","17,930",1.04
경기도 고양시 덕양구 관산동(4128160000),2019년03월,"36,545","15,953",2.29,"18,583","17,962",1.03
경기도 고양시 덕양구 관산동(4128160000),2019년04월,"36,626","16,013",2.29,"18,621","18,005",1.03
경기도 고양시 덕양구 관산동(4128160000),2019년05월,"36,599","16,015",2.29,"18,606","17,993",1.03
경기도 고양시 덕양구 관산동(4128160000),2019년06월,"36,595","16,040",2.28,"18,627","17,968",1.04
경기도 고양시 덕양구 관산동(4128160000),2019년07월,"36,579","16,057",2.28,"18,625","17,954",1.04
경기도 고양시 덕양구 관산동(4128160000),2019년08월,"36,586","16,094",2.27,"18,635","17,951",1.04
경기도 고양시 덕양구 관산동(4128160000),2019년09월,"36,544","16,086",2.27,"18,617","17,927",1.04
경기도 고양시 덕양구 관산동(4128160000),2019년10월,"36,521","16,111",2.27,"18,596","17,925",1.04
경기도 고양시 덕양구 관산동(4128160000),2019년11월,"36,580","16,150",2.27,"18,620","17,960",1.04
경기도 고양시 덕양구 관산동(4128160000),2019년12월,"36,611","16,182",2.26,"18,644","17,967",1.04
경기도 고양시 덕양구 능곡동(4128161000),2017년01월,"19,502","8,048",2.42,"9,947","9,555",1.04
경기도 고양시 덕양구 능곡동(4128161000),2017년02월,"19,501","8,074",2.42,"9,963","9,538",1.04
경기도 고양시 덕양구 능곡동(4128161000),2017년03월,"19,509","8,084",2.41,"9,956","9,553",1.04
경기도 고양시 덕양구 능곡동(4128161000),2017년04월,"19,510","8,098",2.41,"9,972","9,538",1.05
경기도 고양시 덕양구 능곡동(4128161000),2017년05월,"19,520","8,110",2.41,"9,962","9,558",1.04
경기도 고양시 덕양구 능곡동(4128161000),2017년06월,"19,494","8,121",2.4,"9,942","9,552",1.04
경기도 고양시 덕양구 능곡동(4128161000),2017년07월,"19,444","8,111",2.4,"9,935","9,509",1.04
경기도 고양시 덕양구 능곡동(4128161000),2017년08월,"19,388","8,088",2.4,"9,913","9,475",1.05
경기도 고양시 덕양구 능곡동(4128161000),2017년09월,"19,300","8,061",2.39,"9,872","9,428",1.05
경기도 고양시 덕양구 능곡동(4128161000),2017년10월,"19,216","8,044",2.39,"9,828","9,388",1.05
경기도 고양시 덕양구 능곡동(4128161000),2017년11월,"19,172","8,046",2.38,"9,807","9,365",1.05
경기도 고양시 덕양구 능곡동(4128161000),2017년12월,"19,071","8,007",2.38,"9,747","9,324",1.05
경기도 고양시 덕양구 능곡동(4128161000),2018년01월,"18,985","7,993",2.38,"9,717","9,268",1.05
경기도 고양시 덕양구 능곡동(4128161000),2018년02월,"18,850","7,953",2.37,"9,657","9,193",1.05
경기도 고양시 덕양구 능곡동(4128161000),2018년03월,"18,661","7,864",2.37,"9,550","9,111",1.05
경기도 고양시 덕양구 능곡동(4128161000),2018년04월,"18,477","7,799",2.37,"9,467","9,010",1.05
경기도 고양시 덕양구 능곡동(4128161000),2018년05월,"18,315","7,730",2.37,"9,382","8,933",1.05
경기도 고양시 덕양구 능곡동(4128161000),2018년06월,"18,186","7,673",2.37,"9,326","8,860",1.05
경기도 고양시 덕양구 능곡동(4128161000),2018년07월,"17,987","7,600",2.37,"9,229","8,758",1.05
경기도 고양시 덕양구 능곡동(4128161000),2018년08월,"17,813","7,542",2.36,"9,137","8,676",1.05
경기도 고양시 덕양구 능곡동(4128161000),2018년09월,"17,531","7,439",2.36,"9,012","8,519",1.06
경기도 고양시 덕양구 능곡동(4128161000),2018년10월,"17,110","7,287",2.35,"8,784","8,326",1.06
경기도 고양시 덕양구 능곡동(4128161000),2018년11월,"16,828","7,158",2.35,"8,642","8,186",1.06
경기도 고양시 덕양구 능곡동(4128161000),2018년12월,"16,734","7,120",2.35,"8,583","8,151",1.05
경기도 고양시 덕양구 능곡동(4128161000),2019년01월,"16,642","7,093",2.35,"8,530","8,112",1.05
경기도 고양시 덕양구 능곡동(4128161000),2019년02월,"16,569","7,070",2.34,"8,485","8,084",1.05
경기도 고양시 덕양구 능곡동(4128161000),2019년03월,"16,481","7,043",2.34,"8,433","8,048",1.05
경기도 고양시 덕양구 능곡동(4128161000),2019년04월,"16,416","7,017",2.34,"8,385","8,031",1.04
경기도 고양시 덕양구 능곡동(4128161000),2019년05월,"16,353","6,996",2.34,"8,347","8,006",1.04
경기도 고양시 덕양구 능곡동(4128161000),2019년06월,"16,328","6,993",2.33,"8,321","8,007",1.04
경기도 고양시 덕양구 능곡동(4128161000),2019년07월,"16,324","6,980",2.34,"8,323","8,001",1.04
경기도 고양시 덕양구 능곡동(4128161000),2019년08월,"16,250","6,941",2.34,"8,294","7,956",1.04
경기도 고양시 덕양구 능곡동(4128161000),2019년09월,"16,164","6,922",2.34,"8,262","7,902",1.05
경기도 고양시 덕양구 능곡동(4128161000),2019년10월,"16,120","6,898",2.34,"8,243","7,877",1.05
경기도 고양시 덕양구 능곡동(4128161000),2019년11월,"16,066","6,880",2.34,"8,220","7,846",1.05
경기도 고양시 덕양구 능곡동(4128161000),2019년12월,"15,997","6,855",2.33,"8,183","7,814",1.05
경기도 고양시 덕양구 화정1동(4128162100),2017년01월,"41,000","15,901",2.58,"19,937","21,063",0.95
경기도 고양시 덕양구 화정1동(4128162100),2017년02월,"40,962","15,917",2.57,"19,901","21,061",0.94
경기도 고양시 덕양구 화정1동(4128162100),2017년03월,"40,990","15,928",2.57,"19,905","21,085",0.94
경기도 고양시 덕양구 화정1동(4128162100),2017년04월,"40,953","15,946",2.57,"19,880","21,073",0.94
경기도 고양시 덕양구 화정1동(4128162100),2017년05월,"40,937","15,980",2.56,"19,856","21,081",0.94
경기도 고양시 덕양구 화정1동(4128162100),2017년06월,"40,819","15,984",2.55,"19,792","21,027",0.94
경기도 고양시 덕양구 화정1동(4128162100),2017년07월,"40,769","15,977",2.55,"19,772","20,997",0.94
경기도 고양시 덕양구 화정1동(4128162100),2017년08월,"40,687","16,003",2.54,"19,745","20,942",0.94
경기도 고양시 덕양구 화정1동(4128162100),2017년09월,"40,653","16,005",2.54,"19,741","20,912",0.94
경기도 고양시 덕양구 화정1동(4128162100),2017년10월,"40,646","16,013",2.54,"19,741","20,905",0.94
경기도 고양시 덕양구 화정1동(4128162100),2017년11월,"40,551","16,008",2.53,"19,707","20,844",0.95
경기도 고양시 덕양구 화정1동(4128162100),2017년12월,"40,482","16,015",2.53,"19,670","20,812",0.95
경기도 고양시 덕양구 화정1동(4128162100),2018년01월,"40,455","16,038",2.52,"19,655","20,800",0.94
경기도 고양시 덕양구 화정1동(4128162100),2018년02월,"40,419","16,043",2.52,"19,623","20,796",0.94
경기도 고양시 덕양구 화정1동(4128162100),2018년03월,"40,442","16,095",2.51,"19,614","20,828",0.94
경기도 고양시 덕양구 화정1동(4128162100),2018년04월,"40,330","16,096",2.51,"19,577","20,753",0.94
경기도 고양시 덕양구 화정1동(4128162100),2018년05월,"40,288","16,113",2.5,"19,570","20,718",0.94
경기도 고양시 덕양구 화정1동(4128162100),2018년06월,"40,232","16,107",2.5,"19,533","20,699",0.94
경기도 고양시 덕양구 화정1동(4128162100),2018년07월,"40,155","16,114",2.49,"19,499","20,656",0.94
