포스터,행사명,개최기간,주최,분류
https://www.kintex.com/images/img_nothing.jpg,월드패밀리잉글리쉬코리아 6월 행사,2017.06.18 ~ 2017.06.18,월드패밀리잉글리쉬코리아주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,6월 원부동산개발자문상담소 세미나,2017.06.20 ~ 2017.06.20,(주)원부동산개발자문상담소  ,회의
https://www.kintex.com/images/img_nothing.jpg,더존비즈온,2017.06.20 ~ 2017.06.20,(주)더존비즈온  ,회의
https://www.kintex.com/images/img_nothing.jpg,Freedom OM Seminar,2017.06.21 ~ 2017.06.21,코리아무비테크  ,회의
https://www.kintex.com/images/img_nothing.jpg,고양시-서울대학교 프로젝트 발표회,2017.06.22 ~ 2017.06.22,서울대학교 산학협력단  ,회의
https://www.kintex.com/images/img_nothing.jpg,코리아이앤피 사업설명회 ,2017.06.22 ~ 2017.06.22,코리아이앤피 경기북부지사  ,회의
https://www.kintex.com/common/download.jsp?attachno=299701&seq=1,2017 KB굿잡 우수기업 취업박람회,2017.06.22 ~ 2017.06.23,KB국민은행 ,전시회
https://www.kintex.com/images/img_nothing.jpg,중소기업 맞춤형 R&D 교육,2017.06.22 ~ 2017.06.23,한국항공대학교 산학협력단  ,회의
https://www.kintex.com/common/download.jsp?attachno=275354&seq=1,제25회 Mom & Baby EXPO 국제임신출산 유아교육박람회,2017.06.22 ~ 2017.06.25,(주)유아림 ,전시회
https://www.kintex.com/images/img_nothing.jpg,메리츠 자산운용 경제교육 세미나,2017.06.23 ~ 2017.06.23,메리츠자산운용 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,대한부정맥학회 KHRS 심포지엄,2017.06.23 ~ 2017.06.24,대한부정맥학회  ,회의
https://www.kintex.com/common/download.jsp?attachno=0&seq=1,2017 뉴스킨 코리아 컨벤션,2017.06.23 ~ 2017.06.24,뉴스킨 코리아  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,대한부정맥학회 KHRS 심포지엄,2017.06.23 ~ 2017.06.24,세인트쥬드메디칼코리아 유한회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,Winmaxgroup kick off seminar,2017.06.24 ~ 2017.06.24,조선녀  ,회의
https://www.kintex.com/images/img_nothing.jpg,태두국제투어 설명회,2017.06.24 ~ 2017.06.24,주식회사 태두국제투어  ,회의
https://www.kintex.com/common/download.jsp?attachno=302766&seq=1,레이싱 키즈월드 룰루랄라,2017.06.24 ~ 2017.08.27,주식회사 제이투비  ,이벤트
https://www.kintex.com/common/download.jsp?attachno=302767&seq=1,상상체험 키즈월드 시즌5,2017.06.24 ~ 2017.08.27,주식회사 제이투비  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,TKBS 캣쇼,2017.06.25 ~ 2017.06.25,디아이와이토이  ,회의
https://www.kintex.com/images/img_nothing.jpg,민족사관학교 학교설명회,2017.06.26 ~ 2017.06.26,민족사관고등학교  ,회의
https://www.kintex.com/images/img_nothing.jpg,중국수출기업 맞춤형그룹 컨설팅,2017.06.26 ~ 2017.06.26,(사)한국무역협회  ,회의
https://www.kintex.com/common/download.jsp?attachno=298767&seq=1,2017 60+ 시니어 일자리 한마당,2017.06.27 ~ 2017.06.27,"한국노인인력개발원, 매경미디어그룹 ",전시회
https://www.kintex.com/images/img_nothing.jpg,2017 시니어 일자리 한마당 부대행사,2017.06.27 ~ 2017.06.27,한국노인인력개발원  ,회의
https://www.kintex.com/images/img_nothing.jpg,LG디스플레이 세미나,2017.06.27 ~ 2017.06.27,LG디스플레이  ,회의
https://www.kintex.com/common/download.jsp?attachno=274771&seq=1,제15회 국제 LED & OLED EXPO 2017 ,2017.06.27 ~ 2017.06.29,"㈜엑스포앤유, 한국광산업진흥회(KAPID), 한국전등기구LED산업협동조합(KLFLC), LED산업포럼(LEDIF) 外 ",전시회
https://www.kintex.com/images/img_nothing.jpg,국제 LED & OLED EXPO 2017 부대행사,2017.06.27 ~ 2017.06.29,(사)엘이디산업포럼  ,회의
https://www.kintex.com/images/img_nothing.jpg,CARIMA 세미나,2017.06.28 ~ 2017.06.28,캐리마  ,회의
https://www.kintex.com/common/download.jsp?attachno=300250&seq=1,2017 경기도 교통안전 박람회,2017.06.28 ~ 2017.06.29,경기도 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2017 일자리 창조오디션 본심사,2017.06.28 ~ 2017.06.29,경기도청  ,회의
https://www.kintex.com/common/download.jsp?attachno=277714&seq=1, 2017 인사이드 3D프린팅 컨퍼런스 & 엑스포,2017.06.28 ~ 2017.06.30,(주)킨텍스 ,전시회
https://www.kintex.com/common/download.jsp?attachno=275387&seq=1,2017 로보유니버스 & K 드론,2017.06.28 ~ 2017.06.30,"킨텍스, 라이징미디어(미) ",전시회
https://www.kintex.com/common/download.jsp?attachno=294369&seq=1,2017 VR 서밋,2017.06.28 ~ 2017.06.30,"킨텍스, 라이징미디어(미) ",전시회
https://www.kintex.com/common/download.jsp?attachno=294372&seq=1,2017 글로벌 센서 포럼,2017.06.28 ~ 2017.06.30,"킨텍스, 라이징미디어(미) ",전시회
https://www.kintex.com/images/img_nothing.jpg,청심국제고등학교 입학설명회,2017.06.29 ~ 2017.06.29,청심국제중고등학교  ,회의
https://www.kintex.com/images/img_nothing.jpg,대림화학 행사,2017.06.29 ~ 2017.06.29,(주) 대림화학  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국소방안전사회적협동조합 세미나,2017.06.30 ~ 2017.06.30,한국소방안전사회적협동조합  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 한국컨벤션학회/한국무역전시학회 춘계학술대회 ,2017.06.30 ~ 2017.06.30,(사) 한국컨벤션학회  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 사회적경제 워크숍,2017.06.30 ~ 2017.06.30,고양시청  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 협동조합박람회 부대행사,2017.06.30 ~ 2017.07.01,주식회사 더프레임커뮤니케이션  ,회의
https://www.kintex.com/common/download.jsp?attachno=302560&seq=1,2017년 협동조합 박람회,2017.06.30 ~ 2017.07.02,"기획재정부, 중소기업청, 경기도 ",전시회
https://www.kintex.com/common/download.jsp?attachno=300652&seq=1,"킨텍스 해피월드 시즌8 ""MBC 텔레몬스터 대모험""",2017.06.30 ~ 2017.10.09,주식회사 킨텍스  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,한동대학교 입학설명회,2017.07.01 ~ 2017.07.01,한동대학교  ,회의
https://www.kintex.com/common/download.jsp?attachno=277760&seq=1,FCI 인터내셔널 도그쇼,2017.07.01 ~ 2017.07.02,한국애견연맹 ,전시회
https://www.kintex.com/images/img_nothing.jpg,애터미 원데이 세미나(17년 3분기),2017.07.01 ~ 2017.09.02,애터미 주식회사  ,회의
https://www.kintex.com/common/download.jsp?attachno=294492&seq=1,2017 생활 화학 안전주간 (2017 케미라이프엑스포),2017.07.02 ~ 2017.07.04,한국화학물질관리협회 ,전시회
https://www.kintex.com/images/img_nothing.jpg,시크릿 다이렉트코리아 월드위너스그룹 일일세미나(3분기),2017.07.02 ~ 2017.09.03,시크릿다이렉트코리아 대전그룹 수도권세미나  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국건설기술연구원 과제 자문회의,2017.07.04 ~ 2017.07.04,한국건설기술연구원  ,회의
https://www.kintex.com/images/img_nothing.jpg,호상사 신제품 수주 상담회,2017.07.04 ~ 2017.07.05,(주)호상사  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국GM 서울경인 총괄본부 대표회의 7월,2017.07.05 ~ 2017.07.05,한국지엠  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국무역협회 행사,2017.07.05 ~ 2017.07.05,중소기업중앙회 경기북부지역본부  ,회의
https://www.kintex.com/images/img_nothing.jpg,모터원 세미나,2017.07.06 ~ 2017.07.06,(주)모터원  ,회의
https://www.kintex.com/images/img_nothing.jpg,고양도시관리공사 채용 필기시험,2017.07.06 ~ 2017.07.06,인크루트 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,경기도외국인인권지원센터 종사자 교육,2017.07.06 ~ 2017.07.13,경기도외국인인권지원센터  ,회의
https://www.kintex.com/images/img_nothing.jpg,BK 세미나,2017.07.07 ~ 2017.07.07,비케이  ,회의
https://www.kintex.com/images/img_nothing.jpg,제 53차 대한치과기공사협회 종합학술대회,2017.07.07 ~ 2017.07.09,대한치과기공사협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,SUMMER FESTIVAL (다트행사)  ,2017.07.07 ~ 2017.07.09,(주)홍인터내셔날  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,Unicity Korea Convention,2017.07.08 ~ 2017.07.08,유니시티코리아(주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 UNICITY KOREA CONVENTION,2017.07.08 ~ 2017.07.08,유니시티코리아(주)  ,이벤트
https://www.kintex.com/common/download.jsp?attachno=305077&seq=1,대한치과기공사협회 제53차 국제학술대회(KDTEX 2017),2017.07.08 ~ 2017.07.09,대한치과기공사협회 ,전시회
https://www.kintex.com/images/img_nothing.jpg,로젠택배 서비스 교육세미나,2017.07.09 ~ 2017.07.09,로젠택배  ,회의
https://www.kintex.com/images/img_nothing.jpg,미디어신나라 팬사인회,2017.07.09 ~ 2017.07.09,(주)미디어신나라 일산점  ,회의
https://www.kintex.com/images/img_nothing.jpg,경기도경제과학진흥원 세미나,2017.07.11 ~ 2017.07.11,경기도경제과학진흥원  ,회의
https://www.kintex.com/images/img_nothing.jpg,시민참여 주체 간 협치와 네트워크 대토론회,2017.07.11 ~ 2017.07.11,고양시청  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 나노코리아 케이터링 장치 및 철거,2017.07.11 ~ 2017.07.13,나노융합산업연구조합  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 나노코리아 부대행사,2017.07.11 ~ 2017.07.14,사단법인 나노기술연구협의회  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국다이와 신제품 설명회,2017.07.12 ~ 2017.07.12,한국다이와 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,TV홈쇼핑 방송판매 지원사업 관련 품평회,2017.07.12 ~ 2017.07.12,(주)중소기업유통센터  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 나노융합산업연구조합 세미나,2017.07.12 ~ 2017.07.13,나노융합산업연구조합  ,회의
https://www.kintex.com/common/download.jsp?attachno=275352&seq=1,제15회 국제 나노기술심포지엄 및 나노융합대전,2017.07.12 ~ 2017.07.14,나노융합산업연구조합 ,전시회
https://www.kintex.com/common/download.jsp?attachno=294268&seq=1,2017 케이팜(귀농귀촌박람회) / 친환경에코쇼,2017.07.13 ~ 2017.07.15,(주)이상네트웍스 ,전시회
https://www.kintex.com/common/download.jsp?attachno=294274&seq=1,2017 코리아 하우징리빙페어,2017.07.13 ~ 2017.07.16,(주)이앤애드 ,전시회
https://www.kintex.com/images/img_nothing.jpg,전국에어컨클럽 교육세미나,2017.07.14 ~ 2017.07.14,전국에어컨클럽  ,회의
https://www.kintex.com/common/download.jsp?attachno=302780&seq=1, 2017 신비한세계곤충박람회,2017.07.14 ~ 2017.08.20, WIF 2017 실행위원회  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,월드패밀리잉글리쉬코리아 7월 행사,2017.07.15 ~ 2017.07.15,월드패밀리잉글리쉬코리아주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국오도텍 세미나,2017.07.15 ~ 2017.07.15,(주)한국오도텍  ,회의
https://www.kintex.com/images/img_nothing.jpg,인사혁신처 국가공무원 9급(세무직) 면접 컨퍼런스,2017.07.15 ~ 2017.07.16,인사혁신처  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,NCIP 운영자회의(7월),2017.07.18 ~ 2017.07.18,주식회사 제이스엔터테인먼트앤미디어  ,회의
https://www.kintex.com/images/img_nothing.jpg,제22회 한국지방자치경영대상 제11회 대한민국의정대상,2017.07.18 ~ 2017.07.18,사단법인 한국공공자치연구원  ,회의
https://www.kintex.com/images/img_nothing.jpg,중소기업 맞춤형 R&D 교육,2017.07.18 ~ 2017.07.19,한국항공대학교 산학협력단  ,회의
https://www.kintex.com/images/img_nothing.jpg,경기도 학생동아리 대표 행사,2017.07.18 ~ 2017.07.20,경기도교육청북부청사  ,회의
https://www.kintex.com/images/img_nothing.jpg,'17년도 하반기 1회차 치매 예방 컨퍼런스,2017.07.18 ~ 2017.07.28,국민건강보험공단 경인지역본부  ,회의
https://www.kintex.com/images/img_nothing.jpg,7월 원부동산개발자문상담소 세미나,2017.07.19 ~ 2017.07.19,(주)원부동산개발자문상담소  ,회의
https://www.kintex.com/images/img_nothing.jpg,Freedom OM Seminar,2017.07.19 ~ 2017.07.19,코리아무비테크  ,회의
https://www.kintex.com/images/img_nothing.jpg,청춘연애백서 ,2017.07.22 ~ 2017.07.22,SOM   ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 우리은행 하반기 경영전략회의 ,2017.07.22 ~ 2017.07.22,우리은행  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,라이브코리아,2017.07.22 ~ 2017.07.23,주식회사 라이브코리아  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 SIGMUN VII : The Eternity,2017.07.22 ~ 2017.07.24,글로벌인재육성사업단  ,회의
https://www.kintex.com/images/img_nothing.jpg,지역주택조합 총회의,2017.07.23 ~ 2017.07.23,덕이동지역주택조합  ,회의
https://www.kintex.com/images/img_nothing.jpg,찾아가는 대입상담 박람회,2017.07.23 ~ 2017.07.23,경기도교육청북부청사  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 매터니티스쿨 (3분기),2017.07.25 ~ 2017.07.25,중앙씨앤씨  ,회의
https://www.kintex.com/images/img_nothing.jpg,이케아코리아 고양점 직원 워크숍,2017.07.26 ~ 2017.07.26,이케아코리아 유한회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,인사혁신처 국가공무원 9급(교정직) 면접 컨퍼런스,2017.07.26 ~ 2017.07.26,인사혁신처  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,LG디스플레이 세미나,2017.07.28 ~ 2017.07.28,LG디스플레이  ,회의
https://www.kintex.com/images/img_nothing.jpg,G12 Conference ,2017.07.28 ~ 2017.07.30,열방교회  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,김포한강신도시 푸르지오 3차 입주자초청행사,2017.07.28 ~ 2017.07.30,KCDS(문앤미)  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,해커스 공인중개사 합격설명회,2017.07.29 ~ 2017.07.29,챔프스터디  ,회의
https://www.kintex.com/images/img_nothing.jpg,클릭전원미술학원 모의실기대전,2017.07.30 ~ 2017.07.30,광고기획클릭   ,회의
https://www.kintex.com/images/img_nothing.jpg,세계 램넌트대회 ,2017.07.30 ~ 2017.08.04,세계청소년교류엑스포조직위원회  ,회의
https://www.kintex.com/common/download.jsp?attachno=300584&seq=1,제7회 2017 세계청소년교류엑스포 ,2017.08.01 ~ 2017.08.03,세계청소년교류엑스포조직위원회  ,전시회
https://www.kintex.com/common/download.jsp?attachno=300659&seq=1,제20차 2017 세계 Remnant 대회,2017.08.01 ~ 2017.08.04,월드램넌트총국  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,한국경력개발진흥원 세미나,2017.08.04 ~ 2017.08.17,사단법인 한국경력개발진흥원  ,회의
https://www.kintex.com/common/download.jsp?attachno=307138&seq=1,티아츠코리아&프리파라 썸머페스티벌,2017.08.05 ~ 2017.08.06,㈜티아츠코리아  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,청심국제고 반크동아리 연합포럼,2017.08.08 ~ 2017.08.08,김수미  ,회의
https://www.kintex.com/images/img_nothing.jpg,공신[神] 강성태 특별강연 초등생 공부비법,2017.08.08 ~ 2017.08.08,(주)대교  ,회의
https://www.kintex.com/images/img_nothing.jpg,고양시 학교운영협의회 입시설명회,2017.08.09 ~ 2017.08.09,고양시청  ,회의
https://www.kintex.com/images/img_nothing.jpg,"스터디포스 ""학원의 변신"" 설명회",2017.08.10 ~ 2017.08.10,스터디포스 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,판도라TV 배틀커머스 참여기업선정 품평회,2017.08.10 ~ 2017.08.10,(주)중소기업유통센터  ,회의
https://www.kintex.com/images/img_nothing.jpg,SH주택도시공사 Talk Concert _ 미래의 청년에게 말한다 ,2017.08.10 ~ 2017.08.11,크리에이티브팩토리  ,회의
https://www.kintex.com/images/img_nothing.jpg,UN Habitat 세계청년의 날 ,2017.08.10 ~ 2017.08.12,유스 나우(Youth now)  ,회의
https://www.kintex.com/images/img_nothing.jpg,제21회 대한민국과학창의축전 부대행사,2017.08.10 ~ 2017.08.12,(재)한국과학창의재단  ,회의
https://www.kintex.com/images/img_nothing.jpg,알리스타 제품 교육 세미나,2017.08.10 ~ 2017.08.14,주식회사 알리스타종사  ,회의
https://www.kintex.com/common/download.jsp?attachno=303414&seq=1,제21회 대한민국과학창의축전,2017.08.10 ~ 2017.08.15,한국과학창의재단 ,전시회
https://www.kintex.com/images/img_nothing.jpg,고양시 학원연합회 입시 설명회,2017.08.10 ~ 2017.10.31,고양시학원연합회  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국지엠 서울경인지역본부 세미나,2017.08.11 ~ 2017.08.11,한국지엠  ,회의
https://www.kintex.com/images/img_nothing.jpg,한화갤러리아 광교점 건축물 안전영향평가 소위원회,2017.08.11 ~ 2017.08.11,한국시설안전공단  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 아파트 입주박람회 컨벤션 ,2017.08.11 ~ 2017.08.13,(주)킨텍스  ,회의
https://www.kintex.com/images/img_nothing.jpg,사이언스 레벨 랭킹업,2017.08.12 ~ 2017.08.12,(주)화제인  ,회의
https://www.kintex.com/images/img_nothing.jpg,알리스타 제품 교육 세미나,2017.08.15 ~ 2017.08.15,주식회사 알리스타종사  ,회의
https://www.kintex.com/images/img_nothing.jpg,ZARA Goyang Starfield Opening course,2017.08.17 ~ 2017.08.17,자라리테일코리아주식회사   ,회의
https://www.kintex.com/images/img_nothing.jpg,인터넷홈쇼핑 방송지원 참여기업 선정 품평회,2017.08.17 ~ 2017.08.29,(주)중소기업유통센터  ,회의
https://www.kintex.com/images/img_nothing.jpg,용국&시현 팬사인회,2017.08.18 ~ 2017.08.18,(주)뮤직아트  ,회의
https://www.kintex.com/common/download.jsp?attachno=294252&seq=1,2017 미베 베이비엑스포 / 미래 유아교육박람회,2017.08.18 ~ 2017.08.21,(주)미래전람 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2018 공무원 채용전망 및 단기합격 설명회,2017.08.19 ~ 2017.08.19,(주)에스티유니타스  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 ACN Korea Convention,2017.08.19 ~ 2017.08.19,에이씨앤코리아 유한회사  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,월드패밀리잉글리쉬코리아 8월 행사,2017.08.20 ~ 2017.08.20,월드패밀리잉글리쉬코리아주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,미베 베이비 페어 부대행사,2017.08.21 ~ 2017.08.21,주식회사 미래전람  ,회의
https://www.kintex.com/images/img_nothing.jpg,경기도경제과학진흥원 중소기업대상 세미나,2017.08.22 ~ 2017.08.22,경기도경제과학진흥원  ,회의
https://www.kintex.com/common/download.jsp?attachno=294406&seq=1,제10회 동아 스포츠·레저산업 박람회,2017.08.24 ~ 2017.08.27,(주)동아전람 ,전시회
https://www.kintex.com/common/download.jsp?attachno=294408&seq=1,제45회 MBC건축박람회,2017.08.24 ~ 2017.08.27,(주)동아전람 ,전시회
https://www.kintex.com/common/download.jsp?attachno=294410&seq=1,2017 동아 냉·난방 및 건축설비박람회,2017.08.24 ~ 2017.08.27,(주)동아전람 ,전시회
https://www.kintex.com/common/download.jsp?attachno=294412&seq=1,제15회 동아 홈&리빙페어회,2017.08.24 ~ 2017.08.27,(주)동아전람 ,전시회
https://www.kintex.com/common/download.jsp?attachno=294414&seq=1,제12회 동아 기프트쇼 / 제10회 동아 차·공예박람회,2017.08.24 ~ 2017.08.27,(주)동아전람 ,전시회
https://www.kintex.com/common/download.jsp?attachno=294416&seq=1,2017 서울 국제 안경산업박람회,2017.08.24 ~ 2017.08.27,(주)동아전람 ,전시회
https://www.kintex.com/common/download.jsp?attachno=292679&seq=1,제2회 대한민국 국제 관광박람회,2017.08.24 ~ 2017.08.27,㈜유니버설라이브 ,전시회
https://www.kintex.com/images/img_nothing.jpg,엠베스트 사업설명회,2017.08.25 ~ 2017.08.25,은평해법학원  ,회의
https://www.kintex.com/images/img_nothing.jpg,대한민국 국제 관광박람회 부대행사,2017.08.25 ~ 2017.08.25,주식회사 유니버설라이브  ,회의
https://www.kintex.com/images/img_nothing.jpg,제이건축 세미나,2017.08.26 ~ 2017.08.26,제이건축  ,회의
https://www.kintex.com/images/img_nothing.jpg,꿈에그린 입주자총회 행사,2017.08.26 ~ 2017.08.26,꿈에그린입주차총회  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국경제tv 증권강연회,2017.08.26 ~ 2017.08.26,(주)한국경제티브이  ,회의
https://www.kintex.com/images/img_nothing.jpg,아이니웨딩박람회,2017.08.27 ~ 2017.08.27,(주) 아이니웨딩네트웍스  ,회의
https://www.kintex.com/images/img_nothing.jpg,제 57회 대한소화기내시경학회 세미나,2017.08.27 ~ 2017.08.27,대한소화기내시경학회  ,회의
https://www.kintex.com/images/img_nothing.jpg,신재민 대표의 무료부동산 세미나,2017.08.28 ~ 2017.08.28,유한회사 한국토지자산개발  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 국제구조공학회 국제학술대회,2017.08.29 ~ 2017.08.31,(사)국제구조공학회  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 KITA 경기북부 방방곡곡 수출 원정대,2017.08.29 ~ 2017.08.29,(사)한국무역협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 한국국제가구 및 인테리어산업대전 부대행사,2017.08.30 ~ 2017.09.01,대한가구산업협동조합연합회  ,회의
https://www.kintex.com/common/download.jsp?attachno=288328&seq=1,제9회 국제접착코팅소재산업전시회 (2017 아템페어),2017.08.30 ~ 2017.09.01,아템페어 조직위원회 ,전시회
https://www.kintex.com/common/download.jsp?attachno=300591&seq=1,국제음향·영상산업전 2017,2017.08.30 ~ 2017.09.01,사단법인 무대음향협회 ,전시회
https://www.kintex.com/common/download.jsp?attachno=300589&seq=1,대한민국 교회건축·리모델링박람회 2017,2017.08.30 ~ 2017.09.01,"국민일보, (주)젠코리아, 서울전람(주) ",전시회
https://www.kintex.com/common/download.jsp?attachno=277270&seq=1,한국국제가구 및 인테리어산업대전,2017.08.30 ~ 2017.09.03,대한가구산업협동조합연합회 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2017 제2차 융·복합 가구산업 지식연구회,2017.08.31 ~ 2017.08.31,한국과학기술정보연구원  ,회의
https://www.kintex.com/images/img_nothing.jpg,승강기 설치교육,2017.08.31 ~ 2017.08.31,현대엘레베이터(주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,경기도율곡교육연수원 행사,2017.08.31 ~ 2017.09.01,경기도율곡교육연수원  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 대한민국 행정홍보대전 부대행사,2017.08.31 ~ 2017.09.01,케이훼어스 (주)  ,회의
https://www.kintex.com/common/download.jsp?attachno=294494&seq=1,2017 대한민국 행정 홍보대전,2017.08.31 ~ 2017.09.03,"행정안전부, 문화일보 ",전시회
https://www.kintex.com/images/img_nothing.jpg,가구가이드 공모전,2017.09.01 ~ 2017.09.01,주식회사 가구쇼  ,회의
https://www.kintex.com/common/download.jsp?attachno=305481&seq=1,2017년 한국관상어산업박람회 및 관상어품평회,2017.09.01 ~ 2017.09.03,(사)한국관상어협회 ,전시회
https://www.kintex.com/images/img_nothing.jpg,검단 SK뷰 입주박람회 ,2017.09.01 ~ 2017.09.03,TL이노베이션(문앤미)   ,회의
https://www.kintex.com/images/img_nothing.jpg,대양냉동 교육세미나,2017.09.02 ~ 2017.09.02,대양냉동엔지니어링  ,회의
https://www.kintex.com/images/img_nothing.jpg,애터미 원데이 세미나(9월 추가),2017.09.02 ~ 2017.09.02,애터미 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,9월 원부동산개발자문상담소 세미나,2017.09.05 ~ 2017.09.05,(주)원부동산개발자문상담소  ,회의
https://www.kintex.com/images/img_nothing.jpg,고양시치과의사회 보수교육,2017.09.06 ~ 2017.09.06,고양시치과의사회  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 Re-tech 부대행사,2017.09.06 ~ 2017.09.07,(주)광륭  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 세계태양에너지엑스포 부대행사,2017.09.06 ~ 2017.09.08,(주)인포더  ,회의
https://www.kintex.com/common/download.jsp?attachno=275138&seq=1,2017 세계태양에너지엑스포,2017.09.06 ~ 2017.09.08,세계 태양 에너지 엑스포 조직위원회 ,전시회
https://www.kintex.com/common/download.jsp?attachno=277801&seq=1,2017 스마트시티 이노베이션 서밋 아시아,2017.09.06 ~ 2017.09.08,"국토교통부, 과학기술 정보통신부, 고양시 ",전시회
https://www.kintex.com/common/download.jsp?attachno=275154&seq=1,제10회 국제자원순환산업전,2017.09.06 ~ 2017.09.08,"Re-Tech 조직위원회, ㈜광륭 ",전시회
https://www.kintex.com/common/download.jsp?attachno=275156&seq=1,2017 한국 중장비 전시회,2017.09.06 ~ 2017.09.08,"전국건설기계연합회, ㈜광륭 ",전시회
https://www.kintex.com/common/download.jsp?attachno=308398&seq=1,제1회 월드 스마트시티 위크(WSCW),2017.09.06 ~ 2017.09.08,킨텍스 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2017 G-trade 수출상담회,2017.09.07 ~ 2017.09.07,경기도경제과학진흥원  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 코리아 요가 컨퍼런스,2017.09.08 ~ 2017.09.10,코리아요가컨퍼런스  ,회의
https://www.kintex.com/common/download.jsp?attachno=274957&seq=1,2017 오토모티브위크 ,2017.09.08 ~ 2017.09.10,주식회사 킨텍스  ,전시회
https://www.kintex.com/common/download.jsp?attachno=309869&seq=1,2017 친환경 탈것 한마당 (에코비히클쇼),2017.09.08 ~ 2017.09.10,경기도 ,전시회
https://www.kintex.com/common/download.jsp?attachno=310006&seq=1,2017 오토모티브위크 사전등록,2017.09.08 ~ 2017.09.10,주식회사 킨텍스  ,전시회
https://www.kintex.com/common/download.jsp?attachno=310004&seq=1,2017 친환경 탈것 한마당 사전등록,2017.09.08 ~ 2017.09.10,주식회사 킨텍스  ,전시회
https://www.kintex.com/images/img_nothing.jpg,SCTV 증권 무료 강연회,2017.09.09 ~ 2017.09.09,주식회사에스씨엔터테인먼트  ,회의
https://www.kintex.com/images/img_nothing.jpg,월드패밀리잉글리쉬 코리아 9월 행사,2017.09.09 ~ 2017.09.09,월드패밀리잉글리쉬코리아주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,ACT(9월),2017.09.09 ~ 2017.09.09,한미교육위원단  ,회의
https://www.kintex.com/images/img_nothing.jpg,TKBS 캣쇼,2017.09.10 ~ 2017.09.10,디아이와이토이  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국교육개발평가원 투맘쇼,2017.09.11 ~ 2017.09.11,한국교육개발평가원  ,회의
https://www.kintex.com/images/img_nothing.jpg,2017 고양시 성과평가단 워크샵,2017.09.12 ~ 2017.09.12,고양시청  ,회의
https://www.kintex.com/images/img_nothing.jpg,고양시 교통안전 대토론회,2017.09.12 ~ 2017.09.12,교통안전공단  ,회의
https://www.kintex.com/images/img_nothing.jpg,태국투자청 미팅,2017.09.13 ~ 2017.09.13,태국투자청  ,회의
